V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,R2
2.48544+j2.58427,4.44125+j1.80211,5.17014+j0.11015,4.82206-j1.29993,4.08723-j2.10611,3.35585-j2.46908,2.74419-j2.58141,2.25964-j2.56554,1.88075-j2.48816,1.58361-j2.38399,3297.6
2.32491+j2.68114,4.44942+j2.07474,5.40181+j0.285136,5.07833-j1.31118,4.26506-j2.21642,3.4552-j2.60344,2.79013-j2.7072,2.27348-j2.67328,1.87636-j2.57745,1.56931-j2.45722,2971.2
2.42243+j2.62501,4.44776+j1.90882,5.26106+j0.176112,4.92092-j1.30491,4.15614-j2.14865,3.39482-j2.52102,2.76257-j2.63031,2.2655-j2.60765,1.87941-j2.52321,1.5783-j2.41284,3159.6
2.69454+j2.41939,4.38873+j1.44862,4.8653-j0.0878729,4.50406-j1.27835,3.86289-j1.96934,3.22482-j2.30116,2.67909-j2.42101,2.23592-j2.42541,1.88164-j2.37005,1.59855-j2.28574,3892.8
2.58154+j2.51463,4.42311+j1.63976,5.03096+j0.015498,4.67448-j1.29096,3.98364-j2.04263,3.29614-j2.39131,2.71514-j2.50757,2.2496-j2.50141,1.88185-j2.43439,1.59098-j2.33945,3540
2.82713+j2.28481,4.32888+j1.22167,4.66504-j0.200379,4.30454-j1.26048,3.71991-j1.88357,3.13798-j2.1952,2.63324-j2.31795,2.21683-j2.33374,1.87911-j2.29156,1.60593-j2.21958,4455.6
2.42243+j2.62501,4.44776+j1.90882,5.26106+j0.176112,4.92092-j1.30491,4.15614-j2.14865,3.39482-j2.52102,2.76257-j2.63031,2.2655-j2.60765,1.87941-j2.52321,1.5783-j2.41284,3159.6
2.77014+j2.34611,4.35737+j1.31981,4.7522-j0.153021,4.39058-j1.26859,3.78178-j1.92055,3.17588-j2.24095,2.6535-j2.36262,2.22549-j2.37363,1.88052-j2.32583,1.60296-j2.24856,4188
2.78538+j2.33026,4.35018+j1.29367,4.72907-j0.165823,4.36764-j1.26649,3.76531-j1.91069,3.16584-j2.22876,2.64817-j2.35074,2.22325-j2.36305,1.88019-j2.31676,1.60379-j2.2409,4255.2
2.80479+j2.30952,4.34057+j1.26028,4.69944-j0.181977,4.33837-j1.26375,3.74427-j1.89811,3.15296-j2.21319,2.64129-j2.33555,2.22032-j2.34949,1.87972-j2.30511,1.6048-j2.23105,4345.2
2.60861+j2.49323,4.41618+j1.59405,4.99155-j0.00998236,4.63345-j1.28815,3.95468-j2.02498,3.27921-j2.36964,2.70672-j2.48686,2.24652-j2.48331,1.88195-j2.41912,1.5929-j2.32675,3616.8
2.13159+j2.77046,4.42171+j2.40738,5.68279+j0.530946,5.41156-j1.31765,4.49259-j2.36007,3.57656-j2.77677,2.84196-j2.8661,2.28538-j2.80673,1.86663-j2.68625,1.54843-j2.5453,2664
2.84022+j2.2699,4.3217+j1.19896,4.64473-j0.21107,4.28466-j1.25852,3.70555-j1.87502,3.12912-j2.18461,2.62844-j2.30758,2.21473-j2.32444,1.87872-j2.28354,1.60657-j2.21279,4524
2.72553+j2.39039,4.37673+j1.39597,4.81924-j0.11492,4.45758-j1.27448,3.82973-j1.94936,3.20492-j2.27652,2.66877-j2.39717,2.23178-j2.40432,1.88128-j2.35208,1.60043-j2.27065,4006.8
2.7412+j2.37518,4.37021+j1.36927,4.79579-j0.128414,4.43406-j1.27246,3.81293-j1.93925,3.19478-j2.26404,2.66346-j2.38506,2.22962-j2.39358,1.88104-j2.34291,1.60134-j2.26294,4068
2.87615+j2.22722,4.30069+j1.13617,4.58828-j0.240109,4.22971-j1.25292,3.66582-j1.8514,3.10445-j2.15534,2.61497-j2.27882,2.20875-j2.2986,1.87747-j2.26121,1.60822-j2.19381,4728
2.63732+j2.46959,4.40794+j1.54552,4.94957-j0.0365043,4.59009-j1.28502,3.924-j2.00633,3.26115-j2.34671,2.69764-j2.46488,2.24312-j2.46404,1.88195-j2.40284,1.59487-j2.31317,3703.2
1.99443+j2.81811,4.3755+j2.64663,5.88464+j0.734755,5.67085-j1.3163,4.66694-j2.47206,3.66521-j2.91048,2.87667-j2.98611,2.2905-j2.9056,1.85648-j2.76559,1.53083-j2.60872,2484
2.77014+j2.34611,4.35737+j1.31981,4.7522-j0.153021,4.39058-j1.26859,3.78178-j1.92055,3.17588-j2.24095,2.6535-j2.36262,2.22549-j2.37363,1.88052-j2.32583,1.60296-j2.24856,4188
2.76566+j2.35069,4.35943+j1.32747,4.75897-j0.149239,4.39732-j1.26921,3.78661-j1.92345,3.17882-j2.24452,2.65506-j2.3661,2.22614-j2.37673,1.8806-j2.32849,1.60272-j2.25079,4168.8
2.44954+j2.60794,4.44548+j1.86288,5.22196+j0.147334,4.87815-j1.30286,4.12638-j2.13024,3.37807-j2.49857,2.75473-j2.60922,2.26305-j2.58951,1.88005-j2.50814,1.58063-j2.40045,3217.2
2.79145+j2.32384,4.34722+j1.28324,4.71983-j0.170894,4.35849-j1.26564,3.75874-j1.90676,3.16182-j2.22389,2.64604-j2.346,2.22234-j2.35882,1.88005-j2.31313,1.60411-j2.23783,4282.8
2.71277+j2.40249,4.38181+j1.41766,4.83824-j0.103847,4.47672-j1.2761,3.8434-j1.95759,3.21314-j2.28667,2.67304-j2.40699,2.23351-j2.41302,1.88144-j2.3595,1.59967-j2.27689,3958.8
2.5863+j2.51093,4.42195+j1.63172,5.02404+j0.0109821,4.66725-j1.29047,3.97855-j2.03952,3.29316-j2.38749,2.71367-j2.50393,2.24906-j2.49823,1.88187-j2.43171,1.59132-j2.33722,3553.2
2.53374+j2.55047,4.43338+j1.72049,5.10032+j0.0617357,4.74747-j1.29562,4.03499-j2.07402,3.32591-j2.42981,2.72976-j2.54423,2.25477-j2.53333,1.88145-j2.46121,1.58742-j2.3617,3414
2.85427+j2.25352,4.31371+j1.17449,4.62278-j0.222479,4.26324-j1.25637,3.69008-j1.86581,3.11954-j2.17321,2.62323-j2.29638,2.21243-j2.31439,1.87825-j2.27487,1.60723-j2.20542,4600.8
2.75566+j2.36081,4.36393+j1.34457,4.77405-j0.140764,4.41234-j1.27055,3.79738-j1.92991,3.18535-j2.2525,2.65851-j2.37386,2.22757-j2.38363,1.8808-j2.3344,1.60216-j2.25578,4126.8
2.63925+j2.46796,4.40736+j1.54226,4.94674-j0.038268,4.58719-j1.28481,3.92194-j2.00509,3.25993-j2.34518,2.69702-j2.4634,2.24288-j2.46274,1.88195-j2.40174,1.595-j2.31225,3709.2
2.70492+j2.40983,4.38484+j1.43101,4.84991-j0.0969869,4.4885-j1.27707,3.8518-j1.96265,3.21818-j2.29291,2.67566-j2.41304,2.23456-j2.41837,1.88153-j2.36406,1.5992-j2.28071,3930
2.62716+j2.47807,4.41096+j1.56271,4.96446-j0.0271737,4.60542-j1.28614,3.93486-j2.01293,3.26755-j2.35483,2.70087-j2.47266,2.24434-j2.47087,1.88197-j2.40862,1.59418-j2.31799,3672
2.60654+j2.49489,4.41674+j1.59754,4.99455-j0.00805897,4.63657-j1.28837,3.95688-j2.02632,3.2805-j2.37129,2.70736-j2.48843,2.24675-j2.48468,1.88194-j2.42029,1.59276-j2.32772,3610.8
2.81298+j2.30056,4.33636+j1.24614,4.68686-j0.188748,4.32598-j1.26256,3.73535-j1.89278,3.14748-j2.2066,2.63836-j2.32911,2.21905-j2.34373,1.87951-j2.30016,1.60523-j2.22687,4384.8
2.40428+j2.63607,4.44884+j1.93962,5.28724+j0.195739,4.94979-j1.30622,4.17619-j2.16107,3.40605-j2.53616,2.76778-j2.6445,2.26708-j2.6198,1.87893-j2.5333,1.57669-j2.42112,3122.4
2.84201+j2.26783,4.3207+j1.19584,4.64194-j0.212529,4.28193-j1.25824,3.70359-j1.87385,3.1279-j2.18316,2.62778-j2.30615,2.21444-j2.32316,1.87866-j2.28244,1.60665-j2.21185,4533.6
2.53039+j2.55289,4.43401+j1.72614,5.10516+j0.0650345,4.75261-j1.29593,4.0386-j2.07623,3.32799-j2.43252,2.73077-j2.54679,2.25512-j2.53556,1.88141-j2.46308,1.58717-j2.36325,3405.6
2.79041+j2.32495,4.34774+j1.28504,4.72142-j0.170019,4.36007-j1.26579,3.75988-j1.90744,3.16252-j2.22473,2.6464-j2.34682,2.22249-j2.35955,1.88008-j2.31376,1.60406-j2.23836,4278
2.05535+j2.79845,4.39888+j2.54004,5.79471+j0.64081,5.55293-j1.31761,4.58793-j2.4211,3.6255-j2.8498,2.86146-j2.93192,2.28859-j2.86116,1.86135-j2.73007,1.53895-j2.5804,2560.8
2.54971+j2.53878,4.43023+j1.69352,5.07718+j0.0461137,4.72301-j1.29411,4.01781-j2.0635,3.31598-j2.41692,2.72491-j2.53197,2.25308-j2.52267,1.88162-j2.45227,1.58864-j2.35429,3454.8
2.36449+j2.65932,4.44999+j2.00726,5.34464+j0.239802,5.01371-j1.30886,4.22047-j2.1886,3.43067-j2.56966,2.77906-j2.67578,2.2704-j2.64654,1.87774-j2.55542,1.57307-j2.43923,3044.4
2.07274+j2.79241,4.4047+j2.50971,5.76912+j0.615029,5.52011-j1.31776,4.56586-j2.40693,3.61427-j2.83287,2.85705-j2.91672,2.28793-j2.84864,1.86263-j2.72001,1.54117-j2.57237,2583.6
2.33354+j2.6765,4.44969+j2.06002,5.38935+j0.275126,5.06416-j1.3107,4.2553-j2.21032,3.44985-j2.59604,2.78773-j2.70033,2.27282-j2.66744,1.87668-j2.57264,1.57013-j2.45331,2986.8
2.27303+j2.70784,4.4461+j2.16348,5.47688+j0.346943,5.16468-j1.31374,4.32441-j2.25361,3.48748-j2.64851,2.80438-j2.74888,2.27718-j2.70857,1.87424-j2.60641,1.56411-j2.48079,2881.2
2.08803+j2.78693,4.40952+j2.48308,5.74665+j0.592724,5.49154-j1.31782,4.54661-j2.39459,3.60443-j2.81813,2.85316-j2.90345,2.28732-j2.83768,1.86371-j2.7112,1.54309-j2.56532,2604
2.07002+j2.79337,4.40381+j2.51446,5.77313+j0.619042,5.52523-j1.31774,4.56931-j2.40914,3.61603-j2.83552,2.85774-j2.91909,2.28804-j2.85059,1.86243-j2.72159,1.54084-j2.57362,2580
2.32223+j2.68257,4.44932+j2.07931,5.40568+j0.288256,5.08274-j1.31133,4.26809-j2.21832,3.45687-j2.60575,2.79087-j2.70934,2.27368-j2.67509,1.87626-j2.57895,1.56905-j2.45844,2966.4
2.73113+j2.38499,4.37443+j1.38643,4.81086-j0.11976,4.44918-j1.27376,3.82373-j1.94575,3.2013-j2.27206,2.66687-j2.39284,2.23102-j2.40049,1.88119-j2.3488,1.60076-j2.2679,4028.4
1.98556+j2.82077,4.37171+j2.66218,5.89776+j0.748915,5.68841-j1.31601,4.67866-j2.47966,3.67104-j2.9195,2.87885-j2.99412,2.29073-j2.91215,1.85572-j2.77081,1.52961-j2.61287,2473.2
2.76169+j2.35472,4.36123+j1.33426,4.76496-j0.145883,4.40328-j1.26974,3.79089-j1.92602,3.18141-j2.24769,2.65643-j2.36918,2.22671-j2.37947,1.88069-j2.33084,1.6025-j2.25278,4152
2.34854+j2.66827,4.44996+j2.03443,5.36767+j0.257886,5.03963-j1.30983,4.23837-j2.19975,3.44055-j2.58322,2.78354-j2.6884,2.27166-j2.6573,1.87721-j2.56429,1.57157-j2.44649,3014.4
2.45339+j2.60546,4.44509+j1.85635,5.2164+j0.143291,4.87211-j1.30256,4.12217-j2.12764,3.37568-j2.49539,2.7536-j2.60622,2.26269-j2.58693,1.88013-j2.506,1.58095-j2.39868,3225.6
2.77374+j2.3424,4.3557+j1.31364,4.74675-j0.156052,4.38517-j1.2681,3.77789-j1.91823,3.17352-j2.23807,2.65225-j2.35982,2.22497-j2.37114,1.88045-j2.3237,1.60316-j2.24676,4203.6
2.72521+j2.39069,4.37686+j1.39651,4.81971-j0.114648,4.45806-j1.27452,3.83008-j1.94957,3.20512-j2.27677,2.66887-j2.39741,2.23182-j2.40453,1.88128-j2.35226,1.60041-j2.2708,4005.6
2.04887+j2.80065,4.39661+j2.55136,5.80426+j0.65054,5.56525-j1.31752,4.59621-j2.42642,3.6297-j2.85616,2.86309-j2.93762,2.28882-j2.86585,1.86086-j2.73382,1.53811-j2.5834,2552.4
2.69993+j2.41445,4.38673+j1.43947,4.85732-j0.0926131,4.49597-j1.27769,3.85713-j1.96587,3.22138-j2.29688,2.6773-j2.41687,2.23522-j2.42176,1.88158-j2.36694,1.59889-j2.28313,3912
2.86063+j2.24597,4.31+j1.16337,4.61279-j0.227623,4.25351-j1.25538,3.68305-j1.86163,3.11517-j2.16802,2.62084-j2.29129,2.21138-j2.30982,1.87804-j2.27092,1.60752-j2.20206,4636.8
1.97161+j2.82486,4.36554+j2.68666,5.91842+j0.771447,5.71624-j1.31549,4.69723-j2.49169,3.68023-j2.93379,2.88227-j3.0068,2.29106-j2.92248,1.8545-j2.77904,1.52767-j2.61939,2456.4
2.67583+j2.43628,4.39543+j1.48035,4.89296-j0.0712803,4.53216-j1.28059,3.88289-j1.98143,3.23676-j2.31605,2.68523-j2.43538,2.23834-j2.43809,1.88179-j2.38083,1.59739-j2.29477,3828
2.27945+j2.70465,4.44667+j2.15248,5.46757+j0.33914,5.15388-j1.31345,4.31701-j2.24897,3.48348-j2.64289,2.80263-j2.74369,2.27674-j2.70418,1.87452-j2.60282,1.56477-j2.47788,2892
2.81881+j2.29411,4.33331+j1.23606,4.67789-j0.193552,4.31716-j1.26171,3.72899-j1.88899,3.14358-j2.20191,2.63625-j2.32451,2.21814-j2.33962,1.87935-j2.29662,1.60552-j2.22387,4413.6
2.50537+j2.57062,4.43831+j1.76843,5.14135+j0.0899623,4.79118-j1.2982,4.06563-j2.09282,3.34351-j2.45283,2.73828-j2.56605,2.25767-j2.55225,1.88107-j2.47705,1.58521-j2.37481,3344.4
2.1812+j2.75013,4.43287+j2.3215,5.61033+j0.463653,5.32288-j1.31683,4.43243-j2.32181,3.5451-j2.7308,2.82898-j2.82432,2.28283-j2.77193,1.86961-j2.65807,1.55419-j2.52261,2736
2.27732+j2.70571,4.44649+j2.15614,5.47067+j0.341729,5.15746-j1.31355,4.31946-j2.25051,3.48481-j2.64475,2.80321-j2.74541,2.27689-j2.70564,1.87443-j2.60402,1.56455-j2.47885,2888.4
2.6846+j2.42843,4.39234+j1.46548,4.88002-j0.0790788,4.51899-j1.27955,3.87352-j1.97577,3.23118-j2.30908,2.68236-j2.42865,2.23721-j2.43216,1.88172-j2.37579,1.59794-j2.29055,3858
2.37946+j2.65073,4.44975+j1.98179,5.32304+j0.223051,4.98955-j1.3079,4.20374-j2.17819,3.42139-j2.557,2.77484-j2.66398,2.26917-j2.63647,1.87822-j2.54709,1.57445-j2.43242,3073.2
2.4451+j2.61078,4.4459+j1.8704,5.22836+j0.152,4.88513-j1.3032,4.13124-j2.13324,3.38081-j2.50223,2.75601-j2.61266,2.26346-j2.59248,1.87995-j2.51061,1.58025-j2.40248,3207.6
2.04515+j2.80191,4.39528+j2.55787,5.80974+j0.656156,5.57236-j1.31747,4.60099-j2.4295,3.63212-j2.85982,2.86403-j2.94089,2.28895-j2.86854,1.86057-j2.73598,1.53763-j2.58513,2547.6
2.37513+j2.65324,4.44985+j1.98916,5.32929+j0.227877,4.99653-j1.30818,4.20858-j2.1812,3.42408-j2.56066,2.77606-j2.66739,2.26953-j2.63938,1.87808-j2.5495,1.57405-j2.43439,3064.8
2.28371+j2.70252,4.44703+j2.1452,5.46143+j0.333999,5.14675-j1.31326,4.31211-j2.24589,3.48083-j2.63917,2.80147-j2.74026,2.27645-j2.70128,1.8747-j2.60045,1.56521-j2.47594,2899.2
2.63383+j2.47251,4.409+j1.55143,4.95469-j0.033305,4.59536-j1.28541,3.92774-j2.0086,3.26335-j2.3495,2.69875-j2.46755,2.24354-j2.46639,1.88196-j2.40483,1.59463-j2.31483,3692.4
2.3289+j2.679,4.44956+j2.06793,5.39604+j0.280492,5.07176-j1.31096,4.26054-j2.2136,3.45273-j2.60002,2.78901-j2.70401,2.27317-j2.67057,1.87651-j2.57523,1.56968-j2.45542,2978.4
2.73604+j2.38022,4.37239+j1.37805,4.80351-j0.123991,4.4418-j1.27313,3.81845-j1.94258,3.19812-j2.26814,2.66521-j2.38905,2.23034-j2.39712,1.88112-j2.34593,1.60104-j2.26548,4047.6
2.5643+j2.52785,4.4271+j1.66887,5.05601+j0.0319915,4.70073-j1.29269,4.00213-j2.05391,3.3069-j2.40516,2.72046-j2.52078,2.2515-j2.51293,1.88174-j2.44408,1.58972-j2.3475,3493.2
2.87931+j2.22333,4.29874+j1.13062,4.58327-j0.242643,4.22485-j1.25241,3.66229-j1.84931,3.10225-j2.15275,2.61376-j2.27627,2.20821-j2.2963,1.87735-j2.25922,1.60836-j2.19212,4747.2
2.72047+j2.39521,4.37876+j1.40457,4.82677-j0.110544,4.46517-j1.27513,3.83515-j1.95262,3.20818-j2.28054,2.67047-j2.40107,2.23247-j2.40777,1.88134-j2.35502,1.60013-j2.27312,3987.6
2.65514+j2.4544,4.40237+j1.51538,4.92343-j0.0527063,4.56326-j1.283,3.90498-j1.9948,3.24989-j2.33252,2.69193-j2.45124,2.24094-j2.45205,1.8819-j2.39268,1.59605-j2.30468,3759.6
2.76594+j2.35041,4.35929+j1.32699,4.75854-j0.149477,4.39689-j1.26916,3.7863-j1.92327,3.17863-j2.2443,2.65496-j2.36588,2.2261-j2.37654,1.8806-j2.32832,1.60274-j2.25066,4170
2.40071+j2.63821,4.44902+j1.94569,5.2924+j0.199637,4.95548-j1.30647,4.18014-j2.16353,3.40826-j2.53915,2.7688-j2.64729,2.26739-j2.62221,1.87883-j2.53528,1.57638-j2.42275,3115.2
2.73051+j2.38559,4.37468+j1.38748,4.81179-j0.119226,4.4501-j1.27384,3.82439-j1.94615,3.2017-j2.27255,2.66708-j2.39332,2.2311-j2.40091,1.8812-j2.34917,1.60072-j2.26821,4026
2.55842+j2.53227,4.42839+j1.67881,5.06454+j0.0376627,4.70969-j1.29327,4.00844-j2.05777,3.31056-j2.40989,2.72226-j2.52529,2.25214-j2.51685,1.88169-j2.44738,1.58929-j2.35024,3477.6
2.73267+j2.38349,4.37379+j1.3838,4.80856-j0.121089,4.44686-j1.27356,3.82207-j1.94475,3.2003-j2.27083,2.66635-j2.39165,2.2308-j2.39943,1.88118-j2.34791,1.60084-j2.26714,4034.4
2.65029+j2.45859,4.40392+j1.5236,4.93056-j0.048308,4.57057-j1.28356,3.91016-j1.99794,3.25297-j2.33639,2.69349-j2.45496,2.24154-j2.45532,1.88192-j2.39545,1.59573-j2.307,3744
2.26728+j2.71067,4.44555+j2.17334,5.48521+j0.353972,5.17438-j1.31399,4.33106-j2.2578,3.49107-j2.65357,2.80594-j2.75354,2.27757-j2.7125,1.87398-j2.60964,1.56351-j2.48342,2871.6
2.81977+j2.29304,4.3328+j1.2344,4.6764-j0.194342,4.3157-j1.26157,3.72794-j1.88836,3.14293-j2.20113,2.6359-j2.32376,2.21799-j2.33894,1.87932-j2.29603,1.60557-j2.22338,4418.4
2.76226+j2.35415,4.36097+j1.33329,4.7641-j0.146365,4.40242-j1.26966,3.79027-j1.92565,3.18104-j2.24724,2.65623-j2.36874,2.22663-j2.37908,1.88067-j2.3305,1.60253-j2.25249,4154.4
2.87556+j2.22795,4.30106+j1.13722,4.58923-j0.23963,4.23063-j1.25301,3.66648-j1.85179,3.10487-j2.15583,2.6152-j2.2793,2.20885-j2.29903,1.87749-j2.26158,1.6082-j2.19413,4724.4
2.6024+j2.49822,4.41784+j1.60454,5.0006-j0.00417888,4.64285-j1.28881,3.96132-j2.02902,3.2831-j2.37461,2.70866-j2.49161,2.24723-j2.48746,1.88194-j2.42263,1.59247-j2.32966,3598.8
2.82501+j2.28719,4.33001+j1.22534,4.66832-j0.198643,4.30776-j1.2608,3.72223-j1.88495,3.13941-j2.19691,2.634-j2.31962,2.21717-j2.33524,1.87917-j2.29285,1.60583-j2.22067,4444.8
2.49677+j2.57656,4.43963+j1.78296,5.15378+j0.0986373,4.80448-j1.29895,4.07494-j2.09854,3.34884-j2.45984,2.74084-j2.57267,2.25853-j2.55799,1.88094-j2.48185,1.58452-j2.37877,3324
2.47283+j2.59273,4.44289+j1.82345,5.18835+j0.123092,4.84169-j1.30098,4.10095-j2.11455,3.36366-j2.4794,2.74791-j2.59116,2.26086-j2.57395,1.88053-j2.49518,1.58257-j2.38977,3268.8
2.8581+j2.24898,4.31148+j1.16779,4.61676-j0.22558,4.25738-j1.25577,3.68585-j1.86329,3.1169-j2.17008,2.62179-j2.29332,2.2118-j2.31164,1.87812-j2.27249,1.6074-j2.2034,4622.4
2.35112+j2.66684,4.44999+j2.03004,5.36395+j0.254948,5.03543-j1.30968,4.23547-j2.19795,3.43895-j2.58102,2.78282-j2.68637,2.27146-j2.65556,1.8773-j2.56286,1.57181-j2.44532,3019.2
2.67971+j2.43282,4.39407+j1.47377,4.88724-j0.0747371,4.52633-j1.28013,3.87874-j1.97892,3.23429-j2.31296,2.68396-j2.4324,2.23784-j2.43546,1.88176-j2.3786,1.59763-j2.2929,3841.2
2.68356+j2.42937,4.39271+j1.46725,4.88155-j0.0781535,4.52056-j1.27967,3.87463-j1.97644,3.23184-j2.30991,2.6827-j2.42945,2.23735-j2.43286,1.88173-j2.37639,1.59787-j2.29105,3854.4
2.26075+j2.71385,4.44488+j2.18453,5.49467+j0.361987,5.18541-j1.31426,4.33862-j2.26255,3.49514-j2.65932,2.80771-j2.75883,2.27801-j2.71696,1.87369-j2.61329,1.56284-j2.48638,2860.8
2.38621+j2.6468,4.44958+j1.97032,5.3133+j0.215566,4.9787-j1.30745,4.19623-j2.17352,3.41722-j2.55132,2.77293-j2.65867,2.26862-j2.63193,1.87842-j2.54334,1.57507-j2.42935,3086.4
2.56699+j2.52581,4.4265+j1.66433,5.0521+j0.0294038,4.69663-j1.29243,3.99925-j2.05215,3.30522-j2.403,2.71964-j2.51872,2.25121-j2.51114,1.88176-j2.44257,1.58992-j2.34624,3500.4
2.34725+j2.66898,4.44995+j2.03663,5.36954+j0.259362,5.04173-j1.30991,4.23983-j2.20066,3.44135-j2.58432,2.7839-j2.68943,2.27176-j2.65817,1.87716-j2.56501,1.57145-j2.44708,3012
2.54692+j2.54084,4.43079+j1.69822,5.08122+j0.0488233,4.72728-j1.29438,4.02081-j2.06533,3.31771-j2.41916,2.72577-j2.53411,2.25338-j2.52453,1.88159-j2.45383,1.58842-j2.35558,3447.6
2.2401+j2.72372,4.44245+j2.22,5.52463+j0.387677,5.22057-j1.31507,4.36268-j2.2777,3.50807-j2.67763,2.81329-j2.77567,2.27934-j2.73114,1.87271-j2.62487,1.56065-j2.49578,2827.2
2.45174+j2.60652,4.44526+j1.85915,5.21879+j0.145019,4.87469-j1.30268,4.12397-j2.12875,3.3767-j2.49675,2.75408-j2.6075,2.26284-j2.58804,1.8801-j2.50691,1.58082-j2.39944,3222
2.12562+j2.77279,4.42018+j2.41774,5.69153+j0.539265,5.42241-j1.3177,4.49994-j2.36475,3.58037-j2.78239,2.8435-j2.87118,2.28566-j2.81095,1.86625-j2.68967,1.5477-j2.54805,2655.6
2.56565+j2.52683,4.4268+j1.6666,5.05406+j0.0306954,4.69868-j1.29256,4.00068-j2.05303,3.30606-j2.40408,2.72005-j2.51975,2.25135-j2.51203,1.88175-j2.44332,1.58982-j2.34687,3496.8
2.5893+j2.50858,4.42121+j1.62665,5.01966+j0.00813864,4.66269-j1.29017,3.97533-j2.03756,3.29129-j2.38508,2.71274-j2.50162,2.24873-j2.49622,1.88189-j2.43001,1.59154-j2.33582,3561.6
2.39891+j2.63929,4.44909+j1.94874,5.29498+j0.201599,4.95836-j1.30659,4.18213-j2.16476,3.40937-j2.54066,2.76931-j2.6487,2.26755-j2.62341,1.87878-j2.53628,1.57621-j2.42356,3111.6
2.00807+j2.81391,4.38115+j2.62271,5.86446+j0.713208,5.64402-j1.3167,4.649-j2.46046,3.65627-j2.8967,2.87329-j2.97384,2.29012-j2.89556,1.85762-j2.75759,1.5327-j2.60236,2500.8
2.46048+j2.60085,4.44434+j1.84434,5.20617+j0.135885,4.86098-j1.30199,4.11442-j2.12286,3.37129-j2.48955,2.75153-j2.60072,2.26203-j2.5822,1.88028-j2.50205,1.58155-j2.39544,3241.2
2.55016+j2.53843,4.43013+j1.69274,5.07651+j0.045664,4.72231-j1.29407,4.01732-j2.0632,3.3157-j2.41654,2.72478-j2.53162,2.25303-j2.52236,1.88162-j2.45201,1.58867-j2.35408,3456
2.85747+j2.24974,4.31185+j1.1689,4.61776-j0.225066,4.25835-j1.25587,3.68654-j1.86371,3.11734-j2.1706,2.62203-j2.29382,2.21191-j2.3121,1.87814-j2.27288,1.60738-j2.20374,4618.8
2.29143+j2.69861,4.44762+j2.13196,5.45024+j0.324699,5.13382-j1.3129,4.30323-j2.24032,3.47601-j2.63242,2.79935-j2.73403,2.27591-j2.69601,1.87503-j2.59613,1.56598-j2.47245,2912.4
2.66105+j2.44928,4.40044+j1.50538,4.91474-j0.0580354,4.55438-j1.28232,3.89867-j1.99098,3.24615-j2.32781,2.69002-j2.44671,2.2402-j2.44807,1.88188-j2.38931,1.59644-j2.30186,3778.8
2.8799+j2.22261,4.29838+j1.12958,4.58234-j0.243114,4.22395-j1.25231,3.66164-j1.84892,3.10184-j2.15227,2.61354-j2.27579,2.20811-j2.29587,1.87732-j2.25885,1.60838-j2.1918,4750.8
2.85448+j2.25327,4.31358+j1.17411,4.62244-j0.222652,4.26292-j1.25633,3.68984-j1.86567,3.11939-j2.17303,2.62314-j2.29621,2.2124-j2.31424,1.87825-j2.27474,1.60724-j2.20531,4602
2.87456+j2.22917,4.30167+j1.13898,4.59081-j0.23883,4.23216-j1.25317,3.66759-j1.85245,3.10555-j2.15665,2.61558-j2.2801,2.20902-j2.29975,1.87753-j2.26221,1.60815-j2.19466,4718.4
2.69285+j2.42095,4.38936+j1.4515,4.86781-j0.0863758,4.50661-j1.27855,3.86471-j1.97044,3.22591-j2.30252,2.67965-j2.42232,2.23614-j2.42656,1.88165-j2.37103,1.59845-j2.28656,3886.8
2.64499+j2.4631,4.40559+j1.53255,4.93833-j0.043501,4.57854-j1.28416,3.91581-j2.00137,3.25631-j2.3406,2.69519-j2.45901,2.24219-j2.45889,1.88194-j2.39847,1.59538-j2.30952,3727.2
2.46048+j2.60085,4.44434+j1.84434,5.20617+j0.135885,4.86098-j1.30199,4.11442-j2.12286,3.37129-j2.48955,2.75153-j2.60072,2.26203-j2.5822,1.88028-j2.50205,1.58155-j2.39544,3241.2
2.61352+j2.48926,4.41484+j1.58576,4.98439-j0.014554,4.62602-j1.28762,3.94943-j2.02179,3.27612-j2.36572,2.70517-j2.48309,2.24594-j2.48001,1.88196-j2.41635,1.59324-j2.32443,3631.2
2.8164+j2.29679,4.33458+j1.24024,4.68161-j0.191563,4.32081-j1.26207,3.73163-j1.89056,3.1452-j2.20385,2.63713-j2.32642,2.21852-j2.34133,1.87941-j2.29809,1.6054-j2.22512,4401.6
2.87074+j2.23382,4.30398+j1.14568,4.59686-j0.23576,4.23803-j1.25378,3.67184-j1.85497,3.1082-j2.15977,2.61704-j2.28318,2.20967-j2.30252,1.87768-j2.26461,1.60798-j2.1967,4695.6
2.79691+j2.31803,4.34454+j1.27386,4.71151-j0.175431,4.35028-j1.26487,3.75283-j1.90322,3.1582-j2.21952,2.6441-j2.34173,2.22152-j2.35501,1.87992-j2.30986,1.6044-j2.23506,4308
2.43782+j2.6154,4.44656+j1.88273,5.23886+j0.159692,4.89659-j1.30376,4.13922-j2.13818,3.38531-j2.50825,2.75813-j2.61832,2.26412-j2.59734,1.87979-j2.51465,1.57963-j2.40581,3192
